#front|back
今天 天氣 不錯 。|The weather's nice today.<br /><br />今天 天氣 不錯 。<br /><br />jīntiān tiānqì búcuò.
我 要 跟 你們經理 投訴 你們的 服務 。|I'd like to complain to the manager about your service.<br /><br />我 要 跟 你們經理 投訴 你們的 服務 。<br /><br />wǒ yào gēn nǐmenjīnglǐ tóusù nǐmende· fúwù.
莎米亞 說 肚子 很痛 ， 所以 我們 建議 她 趕 快 去看 醫生 。|Samiya was complaining of a pain in her tummy, so we advised her to see a doctor as soon as possible.<br /><br />莎米亞 說 肚子 很痛 ， 所以 我們 建議 她 趕 快 去看 醫生 。<br /><br />shāmǐyǎ shuō dùzǐ hěntòng, suǒyǐ wǒmen jiànyì tā gǎnkuài qùkàn yīshēng.
我 知道 他 很奇怪 ， 因為 大家 有 叫 我 要 小心 那個 人 。|I knew he was strange because everybody had warned me about him.<br /><br />我 知道 他 很奇怪 ， 因為 大家 有 叫 我 要 小心 那個 人 。<br /><br />wǒ zhīdào tā hěnqíguài, yīnwèi dàjiā yǒu jiào wǒ yàoxiǎoxīn nàge· rén.
科學家 不斷地 警告 我們 全球暖化 帶來的 影 響 。|Scientists continue to warn us about the effects of global warming.<br /><br />科學家 不斷地 警告 我們 全球暖化 帶來的 影 響 。<br /><br />kēxuéjiā búduànde· jǐnggào wǒmen quánqiúnuǎnhuà dàiláide· yǐngxiǎng.
她 指責 我 很自私 。|She accused me of being selfish.<br /><br />她 指責 我 很自私 。<br /><br />tā zhǐzé wǒ hěnzìsī.
自從 發現 他 是 清白的 之後 ， 當局 把 他 從 監獄 釋放出來 。|After discovering he had been wrongly accused of murder, the authorities let him out of prison.<br /><br />自從 發現 他 是 清白的 之後 ， 當局 把 他 從 監獄 釋放出來 。<br /><br />zìcóng fāxiàn tā shì qīngbáide· zhīhòu, dāngjú bǎ tā cóng jiānyù shìfàngchūlái.
有些 學生 被 懷疑 考試作弊 。|Some students were suspected of cheating on the exam.<br /><br />有些 學生 被 懷疑 考試作弊 。<br /><br />yǒuxiē xuéshēng bèi huáiyí kǎoshìzuòbì.
他的 父母 不認同 他 所做的 ， 可是 沒辦法 制止 他 。|His parents don't approve of what he does, but they can't stop him.<br /><br />他的 父母 不認同 他 所做的 ， 可是 沒辦法 制止 他 。<br /><br />tāde· fùmǔ búrèntóng tā suǒzuòde·, kěshì méibànfǎ zhìzhǐ tā.
那個 有名的 演員 在 五十一歲時 死於 心臟病 發作 。|The famous actor died OF a heart attack when he was only fifty-one (51).<br /><br />那個 有名的 演員 在 五十一歲時 死於 心臟病 發作 。<br /><br />nàge· yǒumíngde· yǎnyuán zài wǔshíyīsuìshí sǐyú xīnzàngbìngfāzuò.
他 死於 心臟病 。|He died FROM heart disease.<br /><br />他 死於 心臟病 。<br /><br />tā sǐyú xīnzàngbìng.
我們的 餐點 有 七道 菜 。|Our meal consisted of seven (7) courses.<br /><br />我們的 餐點 有 七道 菜 。<br /><br />wǒmende· cāndiǎn yǒu qīdào cài.
水的 成分 是 氧化氫 。|Water consists of hydrogen oxide.<br /><br />水的 成分 是 氧化氫 。<br /><br />shuǐde· chéngfèn shì yǎnghuàqīng.
蛋糕的 主要成分 是 糖 、 麵粉 和 奶油 。|Cake consists mainly of sugar, flour, and butter.<br /><br />蛋糕的 主要成分 是 糖 、 麵粉 和 奶油 。<br /><br />dàngāode· zhǔyàochéngfèn shì táng, miànfěn hàn nǎiyóu.
我 沒有 足夠的 錢 付 這份 餐點 。|I didn't have enough money to pay for the meal.<br /><br />我 沒有 足夠的 錢 付 這份 餐點 。<br /><br />wǒ méiyǒu zúgòude· qián fù zhèfèn cāndiǎn.
我 沒有 足夠的 錢 付 房租 。|I didn't have enough money to pay the rent.<br /><br />我 沒有 足夠的 錢 付 房租 。<br /><br />wǒ méiyǒu zúgòude· qián fù fángzū.
你 跟 男朋友 去看 電影 的時候 ， 他 會付 電 影票錢 嗎 ？|When you went to the movies with your boyfriend, did he pay for the tickets?<br /><br />你 跟 男朋友 去看 電影 的時候 ， 他 會付 電 影票錢 嗎 ？<br /><br />nǐ gēn nánpéngyǒu qùkàn diànyǐng de·shíhòu, tā huìfù diànyǐngpiàoqián mā?
我 連 信用卡帳單的 最低應繳金額 都 繳不出來 。|I couldn't pay the minimum amount on my credit card bill.<br /><br />我 連 信用卡帳單的 最低應繳金額 都 繳不出來 。<br /><br />wǒ lián xìnyòngkǎzhàngdānde· zuìdīyìngjiǎojīné dōu jiǎobùchūlái.
在 英格蘭 住完 寄宿家庭 之後 ， 我 很感謝 主人的 好客 。|After doing a homestay in England, I thanked my hosts for their kind hospitality.<br /><br />在 英格蘭 住完 寄宿家庭 之後 ， 我 很感謝 主人的 好客 。<br /><br />zài yīnggélán zhùwán jìsùjiātíng zhīhòu, wǒ hěngǎnxiè zhǔrénde· hǎokè.
要原諒 一個 殺人犯 所犯下的 罪刑 很難 。|It's difficult to forgive a murderer for his crimes.<br /><br />要原諒 一個 殺人犯 所犯下的 罪刑 很難 。<br /><br />yàoyuánliàng yīge· shārénfàn suǒfànxiàde· zuìxíng hěnnán.
不管 殺人犯 道歉 幾次 都沒有用 ， 受害者 不 可能 再 活過來 。|No matter how much a murderer apologizes for what he's done, it doesn't bring the victims back.<br /><br />不管 殺人犯 道歉 幾次 都沒有用 ， 受害者 不 可能 再 活過來 。<br /><br />bùguǎn shārénfàn dàoqiàn jǐcì dōuméiyǒuyòng, shòuhàizhě bùkěnéng zài huóguòlái.
誤解 是 我的 錯 。 我 道歉 。|The misunderstanding was my fault, so I apologized.<br /><br />誤解 是 我的 錯 。 我 道歉 。<br /><br />wùjiě shì wǒde· cuò. wǒ dàoqiàn.
不要把 你的 行為 怪罪 在 你 妹妹 身上 。 你 應該 跟 她 道歉 。|Don't blame your behavior on your sister. You owe her an apology.<br /><br />不要把 你的 行為 怪罪 在 你 妹妹 身上 。 你 應該 跟 她 道歉 。<br /><br />búyàobǎ nǐde· xíngwéi guàizuì zài nǐ mèimei· shēnshàng. nǐ yīnggāi gēn tā dàoqiàn.
她 每次都 說 是 我的 錯 。|She always says everything is my fault. > She always blames me for everything.<br /><br />她 每次都 說 是 我的 錯 。<br /><br />tā měicìdōu shuō shì wǒde· cuò.
你 把 經濟危機 怪罪 在 政府上 嗎 ？> 我 覺 得 每個人都 把 經濟危機 怪罪 在 政府上。|Do you blame the government for the economic crisis? > I think everybody wants to blame the government for the economic crisis.<br /><br />你 把 經濟危機 怪罪 在 政府上 嗎 ？> 我 覺 得 每個人都 把 經濟危機 怪罪 在 政府上。<br /><br />nǐ bǎ jīngjìwéijī guàizuì zài zhèngfǔshàng mā? > wǒ juéde měigèréndōu bǎ jīngjìwéijī guàizuì zài zhèngfǔshàng.
受心臟病之苦的 人數 在 增加中 。|The number of people suffering from heart disease has increased. > The number of heart disease sufferers has increased.<br /><br />受心臟病之苦的 人數 在 增加中 。<br /><br />shòuxīnzàngbìngzhīkǔde· rénshù zài zēngjiāzhōng.
我 認為 暴力犯罪 會 增加 都是 電視 造成的 。|I think the increase in violent crime is the fault of television. > I blame the increase in violent crime on television.<br /><br />我 認為 暴力犯罪 會 增加 都是 電視 造成的 。<br /><br />wǒ rènwéi bàolìfànzuì huì zēngjiā dōushì diànshì zàochéngde·.
我 認為 最近 自殺 增加 要 怪罪於 經濟狀況 。|I think the increase in suicides recently is to be blamed on the economy.<br /><br />我 認為 最近 自殺 增加 要 怪罪於 經濟狀況 。<br /><br />wǒ rènwéi zuìjìn zìshā zēngjiā yào guàizuìyú jīngjìzhuàngkuàng.
我的 媽媽 飽受 頭痛之苦 。|My mother suffers from bad headaches.<br /><br />我的 媽媽 飽受 頭痛之苦 。<br /><br />wǒde· māmā bǎoshòu tóutòngzhīkǔ.
防曬霜 可以保護 肌膚 ， 免 受 陽光中的 紫外 線 照射 所產生的 不良影響 。|Sunblock protects the skin from the harmful effects of the sun's ultraviolet (UV) rays.<br /><br />防曬霜 可以保護 肌膚 ， 免 受 陽光中的 紫外 線 照射 所產生的 不良影響 。<br /><br />fángshàishuāng kěyǐbǎohù jīfū, miǎn shòu yángguāngzhōngde· zǐwàixiàn zhàoshè suǒchǎnshēngde· bùliángyǐngxiǎng.
那個 搖滾明星 需要 保鑣 來保護 ， 避免 受到 瘋狂歌迷的 騷擾 。|The rock star needs a bodyguard to protect him from crazy fans.<br /><br />那個 搖滾明星 需要 保鑣 來保護 ， 避免 受到 瘋狂歌迷的 騷擾 。<br /><br />nàge· yáogǔnmíngxīng xūyào bǎobiāo láibǎohù, bìmiǎn shòudào fēngkuánggēmíde· sāorǎo.
我 不知道 我 幾點 會到 家 ， 因為 那 要 視 交通狀況 而定 。|I don't know when I'll get home, as it depends on traffic conditions.<br /><br />我 不知道 我 幾點 會到 家 ， 因為 那 要 視 交通狀況 而定 。<br /><br />wǒ bùzhīdào wǒ jǐdiǎn huìdào jiā, yīnwèi nà yào shì jiāotōngzhuàngkuàng érdìng.
每個人都 很 依賴 她 ， 因為 她 總是 說到 做 到 。|Everybody relies on her because she always keeps her promises.<br /><br />每個人都 很 依賴 她 ， 因為 她 總是 說到 做 到 。<br /><br />měigèréndōu hěn yīlài tā, yīnwèi tā zǒngshì shuōdào zuòdào.
他的 薪水 很少 ， 少到 甚至 沒辦法 過 生活 。|His salary is so low that he doesn't have enough to live on.<br /><br />他的 薪水 很少 ， 少到 甚至 沒辦法 過 生活 。<br /><br />tāde· xīnshuǐ hěnshǎo, shǎodào shénzhì méibànfǎ guò shēnghuó.
她 是個 生活 簡單的 女人 ， 只 吃 麵包 和 蛋 。|She is a very simple woman, and lives on just bread and eggs.<br /><br />她 是個 生活 簡單的 女人 ， 只 吃 麵包 和 蛋 。<br /><br />tā shìge· shēnghuó jiǎndānde· nǚrén, zhǐ chī miànbāo hàn dàn.
我們 辦了 一個 派對 要慶祝 我的 妹妹 錄取 法學院 。|We held a party to congratulate my sister on being admitted to law school.<br /><br />我們 辦了 一個 派對 要慶祝 我的 妹妹 錄取 法學院 。<br /><br />wǒmen bànle· yīge· pàiduì yàoqìngzhù wǒde· mèimei· lùqǔ fǎxuéyuàn.
我 恭喜 我的 弟弟 贏得 網球比賽 。|I congratulated my brother for winning the tennis tournament.<br /><br />我 恭喜 我的 弟弟 贏得 網球比賽 。<br /><br />wǒ gōngxǐ wǒde· dìdì yíngdé wǎngqiúbǐsài.
你 如果 需要 幫助 ， 可以 依靠 我 。|You know you can rely on me if you ever need any help.<br /><br />你 如果 需要 幫助 ， 可以 依靠 我 。<br /><br />nǐ rúguǒ xūyào bāngzhù, kěyǐ yīkào wǒ.
有些人 死於 飢餓， 而 有些人 卻 又 吃得 太 多 ， 真 糟糕。|It's terrible that some people are dying of hunger while others eat too much.<br /><br />有些人 死於 飢餓， 而 有些人 卻 又 吃得 太 多 ， 真 糟糕。<br /><br />yǒuxiērén sǐyú jīè, ér yǒuxiērén què yòu chīdé tàiduō, zhēn zāogāo.
車禍 是 我的 錯 ， 所以 我 必須支付 維修費 用 。|The accident was my fault, so I had to pay for the repairs.<br /><br />車禍 是 我的 錯 ， 所以 我 必須支付 維修費 用 。<br /><br />chēhuò shì wǒde· cuò, suǒyǐ wǒ bìxūzhīfù wéixiūfèiyòng.
她的 英文演講 無可挑剔 ， 所以 演講完後 我 去 稱讚 她 。|Her speech in English was impeccable, so I complimented her afterwards.<br /><br />她的 英文演講 無可挑剔 ， 所以 演講完後 我 去 稱讚 她 。<br /><br />tāde· yīngwényǎnjiǎng wúkětiāotī, suǒyǐ yǎnjiǎngwánhòu wǒ qù chēngzàn tā.
因為 她 沒有 工作 ， 所以 她 很 依賴 父母的 錢 。|Since she doesn't have a job, she depends on her parents for money.<br /><br />因為 她 沒有 工作 ， 所以 她 很 依賴 父母的 錢 。<br /><br />yīnwèi tā méiyǒu gōngzuò, suǒyǐ tā hěn yīlài fùmǔde· qián.
他們 穿著 溫暖的 外套 禦寒 。|They wore warm clothes to protect themselves from the cold.<br /><br />他們 穿著 溫暖的 外套 禦寒 。<br /><br />tāmen chuānzhe· wēnnuǎnde· wàitào yùhán.
他們 所有的 毛衣 和 毛毯 仍然 不夠 保暖 來 預防 生病 。|All their sweaters and blankets were not enough to prevent them from getting sick though.<br /><br />他們 所有的 毛衣 和 毛毯 仍然 不夠 保暖 來 預防 生病 。<br /><br />tāmen suǒyǒude· máoyī hàn máotǎn réngrán búgòu bǎonuǎn lái yùfáng shēngbìng.
我 一向 有 話 直說 。|I believe in saying what I think.<br /><br />我 一向 有 話 直說 。<br /><br />wǒ yīxiàng yǒu huà zhíshuō.
卡里姆 是 一個 律師 ， 擅長於 公司法 。|Karim is a lawyer who specializes in company law.<br /><br />卡里姆 是 一個 律師 ， 擅長於 公司法 。<br /><br />kǎlǐmǔ shì yīge· lǜshī, shànchángyú gōngsīfǎ.
我 希望 你 可以 成功地 找到 你 心目中的 理 想工作 。|I hope you succeed in finding the job you want.<br /><br />我 希望 你 可以 成功地 找到 你 心目中的 理 想工作 。<br /><br />wǒ xīwàng nǐ kěyǐ chénggōngde· zhǎodào nǐ xīnmùzhōngde· lǐxiǎnggōngzuò.
他 沒辦法 控制 他的 車 ， 於是 撞毀了 高速 公路的 護欄 。|He lost control of his car and crashed it into the highway barrier.<br /><br />他 沒辦法 控制 他的 車 ， 於是 撞毀了 高速 公路的 護欄 。<br /><br />tā méibànfǎ kòngzhì tāde· chē, yúshì zhuànghuǐle· gāosùgōnglùde· hùlán.
我 和 梅根 星期一 在 地鐵站 巧遇了 。|Megan and I ran into each other on the subway on Monday.<br /><br />我 和 梅根 星期一 在 地鐵站 巧遇了 。<br /><br />wǒ hàn méigēn xīngqíyī zài dìtiězhàn qiǎoyùle·.
他的 英文小說 被 翻譯成 另外 三十種 語言 。|His novels have been translated from English into thirty (30) languages.<br /><br />他的 英文小說 被 翻譯成 另外 三十種 語言 。<br /><br />tāde· yīngwénxiǎoshuō bèi fānyìchéng lìngwài sānshízhǒng yǔyán.
這本 書 被 分成 三個 部份 。|This book is divided into three (3) parts.<br /><br />這本 書 被 分成 三個 部份 。<br /><br />zhèběn shū bèi fēnchéng sānge· bùfèn.
我 把 椰子 再次 丟向 石頭 ， 它 最後 終於 裂開了 。|I threw the coconut onto the rock again, and it finally split open.<br /><br />我 把 椰子 再次 丟向 石頭 ， 它 最後 終於 裂開了 。<br /><br />wǒ bǎ yēzǐ zàicì diūxiàng shítóu, tā zuìhòu zhōngyú lièkāile·.
今天 一早 ， 一輛 卡車 和 公車 在 高速公路 上 追撞 ， 同時 也 造成了 五台車的 連環車禍 。|A truck collided with a bus on the highway this morning, causing a five-car pile-up.<br /><br />今天 一早 ， 一輛 卡車 和 公車 在 高速公路 上 追撞 ， 同時 也 造成了 五台車的 連環車禍 。<br /><br />jīntiān yìzǎo, yíliàng kǎchē hàn gōngchē zài gāosùgōnglùshàng zhuīzhuàng, tóngshí yě zàochéngle· wǔtáichēde· liánhuánchēhuò.
請把 鍋子 裝滿 水 ， 然後 放到 爐子上 燒開 。|Please fill this pot with water and put it on the stove to boil.<br /><br />請把 鍋子 裝滿 水 ， 然後 放到 爐子上 燒開 。<br /><br />qǐngbǎ guōzǐ zhuāngmǎn shuǐ, ránhòu fàngdào lúzǐshàng shāokāi.
我們的 父母 提供 我們 食物 、 衣物 、 教育 、 醫療 和 愛 。|Our parents provide us with food, clothing, education, healthcare and love.<br /><br />我們的 父母 提供 我們 食物 、 衣物 、 教育 、 醫療 和 愛 。<br /><br />wǒmende· fùmǔ tígōng wǒmen shíwù, yīwù, jiàoyù, yīliáo hàn ài.
我們的 老師 提供 我們 必須的 教育 ， 讓 我 們 可以 在 現實 社會中 競爭 。|Our teachers provide us with an education necessary for competing in the real world.<br /><br />我們的 老師 提供 我們 必須的 教育 ， 讓 我 們 可以 在 現實 社會中 競爭 。<br /><br />wǒmende· lǎoshī tígōng wǒmen bìxūde· jiàoyù, ràng wǒmen kěyǐ zài xiànshí shèhuìzhōng jìngzhēng.
這宗 謀殺案 到底 是 怎麼 回事 ？ 警察 最後 找到 兇手 了 嗎 ？|Whatever happened to that murder case? Did the police end up finding the killer?<br /><br />這宗 謀殺案 到底 是 怎麼 回事 ？ 警察 最後 找到 兇手 了 嗎 ？<br /><br />zhèzōng móushāàn dàodǐ shì zěnme huíshì? jǐngchá zuìhòu zhǎodào xiōngshǒu le· mā?
他們 碰巧 找到了 一個 重要的 跡證 ， 他 現 在 已經 入獄了 。|They happened to come across an important piece of evidence, and now he's in prison.<br /><br />他們 碰巧 找到了 一個 重要的 跡證 ， 他 現 在 已經 入獄了 。<br /><br />tāmen pèngqiǎo zhǎodàole· yīge· zhòngyàode· jīzhèng, tā xiànzài yǐjīng rùyùle·.
我 想待在 家 ， 但是 我 朋友都 堅持 要 我 來 。|I wanted to stay home, but my friends insisted on my coming.<br /><br />我 想待在 家 ， 但是 我 朋友都 堅持 要 我 來 。<br /><br />wǒ xiǎngdàizài jiā, dànshì wǒ péngyǒudōu jiānchí yào wǒ lái.
你 每天 花 多少 時間 在 完成 你的 英文作業 ？|How much time do you spend on your English assignments every day?<br /><br />你 每天 花 多少 時間 在 完成 你的 英文作業 ？<br /><br />nǐ měitiān huā duōshǎo shíjiān zài wánchéng nǐde· yīngwénzuòyè?
如果 你 要丟 可以回收的 垃圾 ， 你 應該要把 它 丟在 適合的 垃圾桶裡 。|If you have trash that can be recycled, throw it away in the proper bins.<br /><br />如果 你 要丟 可以回收的 垃圾 ， 你 應該要把 它 丟在 適合的 垃圾桶裡 。<br /><br />rúguǒ nǐ yàodiū kěyǐhuíshōude· lèsè, nǐ yīnggāiyàobǎ tā diūzài shìhéde· lèsètǒnglǐ.
在 進來 我家 之前 請 先 脫掉 你的 鞋子 ， 並且 要 小心 不要 吵醒了 寶寶 。|Take your shoes off before coming inside my house, and please don't wake the baby up.<br /><br />在 進來 我家 之前 請 先 脫掉 你的 鞋子 ， 並且 要 小心 不要 吵醒了 寶寶 。<br /><br />zài jìnlái wǒjiā zhīqián qǐng xiān tuōdiào nǐde· xiézǐ, bìngqiě yào xiǎoxīn búyào chǎoxǐngle· bǎobǎo.
冰箱 沒有 正常 運作 ， 因為 你 沒有 把 線 給 接好。|The fridge isn't working because you haven't plugged it in properly.<br /><br />冰箱 沒有 正常 運作 ， 因為 你 沒有 把 線 給 接好。<br /><br />bīngxiāng méiyǒu zhèngcháng yùnzuò, yīnwèi nǐ méiyǒu bǎ xiàn gěi jiēhǎo.
賽維爾 進了 一所 大學 ， 但 只 念了 幾個 學 期後 就 沒念了 。 他 就是 所謂的 大學中輟。|Xavier went to college but dropped out after a couple semesters. He's what we call a college drop-out.<br /><br />賽維爾 進了 一所 大學 ， 但 只 念了 幾個 學 期後 就 沒念了 。 他 就是 所謂的 大學中輟。<br /><br />sàiwéiěr jìnle· yìsuǒ dàxué, dàn zhǐ niànle· jǐge· xuéqíhòu jiù méiniànle·. tā jiùshì suǒwèide· dàxuézhōngchuò.
你 從 你的 大學教育生涯中 得到了 什麼 ？— 除了 專業的 學位 之外 ， 我 也 交了 很多 一 輩子的 好朋友 。|What did you get out of your college education? — Besides a professional degree, I also made many friends for life.<br /><br />你 從 你的 大學教育生涯中 得到了 什麼 ？— 除了 專業的 學位 之外 ， 我 也 交了 很多 一 輩子的 好朋友 。<br /><br />nǐ cóng nǐde· dàxuéjiàoyùshēngyázhōng dédàole· shéme? — chúle· zhuānyède· xuéwèi zhīwài, wǒ yě jiāole· hěnduō yíbèizǐde· hǎopéngyǒu.
我 答應 會參加 她的 婚禮 ，而 現在 已經 沒 有 別的 辦法 可以 讓 我 不去 。|I'd promised I'd attend her wedding, now there's nothing I can do to get out of it.<br /><br />我 答應 會參加 她的 婚禮 ，而 現在 已經 沒 有 別的 辦法 可以 讓 我 不去 。<br /><br />wǒ dāyìng huìcānjiā tāde· hūnlǐ, ér xiànzài yǐjīng méiyǒu biéde· bànfǎ kěyǐ ràng wǒ búqù.
警察 比 罪犯 還 聰明 ， 他 不能 逍遙法外 。|The police outsmarted the murderer; he simply couldn't get away with murder.<br /><br />警察 比 罪犯 還 聰明 ， 他 不能 逍遙法外 。<br /><br />jǐngchá bǐ zuìfàn hái cōngmíng, tā bùnéng xiāoyáofǎwài.
看得出來 友子 每天 去 健身房 運動 。 慢跑 、 瑜珈 、 有氧運動 、 舉重 她 都有 在練 。|You can tell Tomoko works out at the gym every day because she looks great. She jogs, takes a yoga class, does aerobics, and lifts weights.<br /><br />看得出來 友子 每天 去 健身房 運動 。 慢跑 、 瑜珈 、 有氧運動 、 舉重 她 都有 在練 。<br /><br />kàndéchūlái yǒuzǐ měitiān qù jiànshēnfáng yùndòng. mànpǎo, yújiā, yǒuyǎngyùndòng, jǔzhòng tā dōuyǒu zàiliàn.
似乎 路德維希 和 瑞塔的 感情 出了點 問題 ， 但 我們 真的 很 希望 他們 能 一起 解決 。|It seems that Ludwig and Rita's relationship is having trouble, but we really hope they work it out.<br /><br />似乎 路德維希 和 瑞塔的 感情 出了點 問題 ， 但 我們 真的 很 希望 他們 能 一起 解決 。<br /><br />sìhū lùdéwéixī hàn ruìtǎde· gǎnqíng chūle·diǎn wèntí, dàn wǒmen zhēnde· hěn xīwàng tāmen néng yìqǐ jiějué.
這兩間 公司 一起 完成了 合作 協議 。|The two (2) companies worked out a cooperation agreement.<br /><br />這兩間 公司 一起 完成了 合作 協議 。<br /><br />zhèliǎngjiān gōngsī yìqǐ wánchéngle· hézuò xiéyì.
剛 開始 沒有人 相信 莎拉 ， 結果 她 是 對的 。|Nobody believed Sara at first, but she turned out to be right.<br /><br />剛 開始 沒有人 相信 莎拉 ， 結果 她 是 對的 。<br /><br />gāng kāishǐ méiyǒurén xiāngxìn shālā, jiéguǒ tā shì duìde·.
最好 趕快 找個 加油站 ， 我們的 油 快 用完 了 。|Better find a gas station. We're running out of gas.<br /><br />最好 趕快 找個 加油站 ， 我們的 油 快 用完 了 。<br /><br />zuìhǎo gǎnkuài zhǎoge· jiāyóuzhàn, wǒmende· yóu kuài yòngwánle·.
在 衛生紙 用完前 快 去 多買 一些 吧 。|Please buy more toilet paper before you use it all up.<br /><br />在 衛生紙 用完前 快 去 多買 一些 吧 。<br /><br />zài wèishēngzhǐ yòngwánqián kuài qù duōmǎi yìxiē ba·.
我 很抱歉 ， 你 找的 那本 書 已經 沒有 庫存 了 。 銷售一空 。|I'm sorry, the book you're looking for isn't in stock. It's all sold out.<br /><br />我 很抱歉 ， 你 找的 那本 書 已經 沒有 庫存 了 。 銷售一空 。<br /><br />wǒ hěnbàoqiàn, nǐ zhǎode· nàběn shū yǐjīng méiyǒu kùcún le·. xiāoshòuyīkōng.
我 一整天都 在 發送 我的 名片 ， 現在 我 已 經 發光了 。|I've been handing out business cards all day, and now I'm all out of them.<br /><br />我 一整天都 在 發送 我的 名片 ， 現在 我 已 經 發光了 。<br /><br />wǒ yìzhěngtiāndōu zài fāsòng wǒde· míngpiàn, xiànzài wǒ yǐjīng fāguāngle·.
瓦倫蒂娜 在 百貨公司 找到了 一件 漂亮的 洋 裝 ， 但 她 想 在 買下 它 前 先 試穿 。|Valentina found a beautiful dress at the department store, but she wanted to try it on before she bought it.<br /><br />瓦倫蒂娜 在 百貨公司 找到了 一件 漂亮的 洋 裝 ， 但 她 想 在 買下 它 前 先 試穿 。<br /><br />wǎlúndìnà zài bǎihuògōngsī zhǎodàole· yíjiàn piàoliàngde· yángzhuāng, dàn tā xiǎng zài mǎixià tā qián xiān shìchuān.
請 繼續講 故事 ， 不要 停下來 。|Please don't stop telling your story, please go on.<br /><br />請 繼續講 故事 ， 不要 停下來 。<br /><br />qǐng jìxùjiǎng gùshì, búyào tíngxiàlái.
演唱會 因為 颱風 而 被 取消了 。|The concert had to be called off because of the typhoon.<br /><br />演唱會 因為 颱風 而 被 取消了 。<br /><br />yǎnchànghuì yīnwèi táifēng ér bèi qǔxiāole·.
我 明天 出發 到 巴黎 去 。|Tomorrow I'm off to Paris.<br /><br />我 明天 出發 到 巴黎 去 。<br /><br />wǒ míngtiān chūfā dào bālí qù.
奧斯卡 十八歲 就 離開 家 ， 去了 西班牙 。|Oscar left home at the age of eighteen (18) and went off to Spain.<br /><br />奧斯卡 十八歲 就 離開 家 ， 去了 西班牙 。<br /><br />àosīkǎ shíbāsuì jiù líkāi jiā, qùle· xībānyá.
我們的 航班 在 機場 延誤 ， 整整 一個 小時 都 還沒 起飛 。|Our plane was delayed on the tarmac and we couldn't take off for an hour.<br /><br />我們的 航班 在 機場 延誤 ， 整整 一個 小時 都 還沒 起飛 。<br /><br />wǒmende· hángbān zài jīchǎng yánwù, zhěngzhěng yīge· xiǎoshí dōu háiméi qǐfēi.
我的 父母 和 朋友 在 機場 目送 我 離開 ， 然後 我 踏上了 世界各地的 冒險 之旅 。|My parents and friends saw me off at the airport before I embarked on my adventure around the world.<br /><br />我的 父母 和 朋友 在 機場 目送 我 離開 ， 然後 我 踏上了 世界各地的 冒險 之旅 。<br /><br />wǒde· fùmǔ hàn péngyǒu zài jīchǎng mùsòng wǒ líkāi, ránhòu wǒ tàshàngle· shìjiègèdìde· màoxiǎn zhīlǚ.
我 不想討論 行銷的 問題 了 ， 讓 我們 來看 看 生產上的 狀況 。|I don't want to keep going on discussing marketing, let's move on to the production issues.<br /><br />我 不想討論 行銷的 問題 了 ， 讓 我們 來看 看 生產上的 狀況 。<br /><br />wǒ bùxiǎngtǎolùn xíngxiāode· wèntí le·, ràng wǒmen láikànkàn shēngchǎnshàngde· zhuàngkuàng.
馬哈茂德 總是 在 經濟課 打瞌睡 。|Mahmud always dozes off in economics class.<br /><br />馬哈茂德 總是 在 經濟課 打瞌睡 。<br /><br />mǎhāmàodé zǒngshì zài jīngjìkè dǎkēshuì.
食物 糟糕 、 服務 也 很差勁 ， 他們 還 收了 我們 一大筆 錢 ！ 我們 完全 是 被 搶了 ！|The food was lousy and the service sucked, then they charged us an arm and a leg! We totally got ripped off!<br /><br />食物 糟糕 、 服務 也 很差勁 ， 他們 還 收了 我們 一大筆 錢 ！ 我們 完全 是 被 搶了 ！<br /><br />shíwù zāogāo, fúwù yě hěnchājìn, tāmen hái shōule· wǒmen yídàbǐ qián! wǒmen wánquán shì bèi qiǎngle·!
他 總是 買 昂貴的 東西 來 炫耀 。|He always buys expensive things to show off.<br /><br />他 總是 買 昂貴的 東西 來 炫耀 。<br /><br />tā zǒngshì mǎi ángguìde· dōngxī lái xuànyào.
一些 舊房子 必須 拆除 ， 將 空間 拿來 蓋 新 房子 。 這些 屋主 試著去 抗爭 ， 但 無濟於 事 。|Some old houses were torn down to make room for a new housing development. The owners of the houses tried to protest, but it was to no avail.<br /><br />一些 舊房子 必須 拆除 ， 將 空間 拿來 蓋 新 房子 。 這些 屋主 試著去 抗爭 ， 但 無濟於 事 。<br /><br />yìxiē jiùfángzǐ bìxū chāichú, jiāng kōngjiān nálái gài xīnfángzǐ. zhèxiē wūzhǔ shìzhe·qù kàngzhēng, dàn wújìyúshì.
有 一個 男人 因為 這個 事件 而 自殺 。|One man was so upset by the whole ordeal that he commited suicide.<br /><br />有 一個 男人 因為 這個 事件 而 自殺 。<br /><br />yǒu yīge· nánrén yīnwèi zhège· shìjiàn ér zìshā.
在 房子 被 燒垮前 ， 消防隊員 把 火 撲滅了 。|The firefighters were able to put the fire out before the house burned down.<br /><br />在 房子 被 燒垮前 ， 消防隊員 把 火 撲滅了 。<br /><br />zài fángzǐ bèi shāokuǎqián, xiāofángduìyuán bǎ huǒ pūmièle·.
